rentfaster_id,city,province,address,latitude,longitude,lease_term,type,price,beds,baths,sq_feet,link,furnishing,availability_date,smoking,cats,dogs
362044,Toronto,Ontario,57 Charles Street West,43.66767,-79.389445,Long Term,Apartment,3963,2 Beds,1,901,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/362044,Unfurnished,15-Jul,Non-Smoking,TRUE,TRUE
354059,Toronto,Ontario,59 Waterford Drive,43.680886,-79.540792,Long Term,Apartment,3252,2 Beds,1.5,1040,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/354059,Unfurnished,01-Jul,Non-Smoking,TRUE,TRUE
432899,Toronto,Ontario,50 Rosehill Avenue,43.6871679,-79.3910551,Long Term,Apartment,2410,1 Bed,1,730,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/432899,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
533898,Toronto,Ontario,131 Lake Crescent,43.6056491,-79.4984715,Long Term,Apartment,1925,Studio,1,,/on/toronto/rentals/apartment/studio/pet-friendly/533898,Unfurnished,01-Jul,Non-Smoking,TRUE,TRUE
432913,Toronto,Ontario,160 Erskine Avenue,43.7125866,-79.3930015,Long Term,Apartment,1815,Studio,1,390,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/432913,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
537548,Toronto,Ontario,12 Deerford Road,43.785473,-79.350429,Long Term,Apartment,2805,2 Beds,1,755,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/537548,Unfurnished,01-Jul,Non-Smoking,TRUE,TRUE
564951,Toronto,Ontario,3 Thirteenth Street,43.5950108,-79.5097337,Long Term,Apartment,1900,Studio,1,475,/on/toronto/rentals/apartment/studio/pet-friendly/564951,Unfurnished,01-Jul,Non-Smoking,TRUE,TRUE
530058,Toronto,Ontario,2301 Lakeshore Boulevard West,43.6186879,-79.4865808,Long Term,Apartment,2150,1 Bed,1,573,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/530058,Unfurnished,01-Jul,,TRUE,TRUE
432929,Toronto,Ontario,24 Forest Manor Road,43.7710437,-79.3445805,Long Term,Apartment,2295,1 Bed,1,875,/on/toronto/rentals/apartment/1-bedroom/queen-mary-park/non-smoking/432929,Unfurnished,01-Jul,Non-Smoking,FALSE,FALSE
432904,Toronto,Ontario,30 Godstone Road,43.7819909,-79.3470079,Long Term,Apartment,2095,1 Bed,1,538,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/432904,Unfurnished,01-Jul,Non-Smoking,TRUE,TRUE
477955,Toronto,Ontario,2020 Sheppard Ave West,43.738655,-79.516427,Long Term,Apartment,2425,1 Bed,1,775,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/477955,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
432910,Toronto,Ontario,175 Shaughnessy Blvd.,43.7811534,-79.3549794,Long Term,Apartment,2810,2 Beds,1,917,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/432910,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
432906,Toronto,Ontario,2493 Lakeshore Boulevard West,43.6124255,-79.4881467,Long Term,Apartment,2600,2 Beds,1,770,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/432906,Unfurnished,01-Jul,Non-Smoking,TRUE,TRUE
531162,Toronto,Ontario,1145 Ossington Ave,43.6723887,-79.4296423,Long Term,Townhouse,4200,3 Beds,2,1526,/on/toronto/rentals/townhouse/3-bedrooms/pet-friendly/531162,Unfurnished,01-Jul,,TRUE,TRUE
569649,Toronto,Ontario,55 Erskine Avenue,43.7115531,-79.3968532,Long Term,Apartment,2050,1 Bed,1,590,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/569649,Unfurnished,01-Jul,,TRUE,TRUE
564952,Toronto,Ontario,2412 Queen Street East,43.6748123,-79.2794251,Long Term,Apartment,2300,1 Bed,1,600,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/564952,Unfurnished,01-Jul,,TRUE,TRUE
567048,Toronto,Ontario,2655 Bloor Street West,43.649616,-79.49544,Long Term,Apartment,2050,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567048,Unfurnished,01-Jul,,FALSE,FALSE
477952,Toronto,Ontario,2265 Victoria Park Avenue,43.762929,-79.317521,Long Term,Apartment,2395,1 Bed,1,620,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/477952,Unfurnished,01-Jul,Non-Smoking,TRUE,TRUE
477957,Toronto,Ontario,46-75 Goodview Road,43.784075,-79.355469,Long Term,Apartment,2905,2 Beds,1,1020,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/477957,Unfurnished,01-Jul,Non-Smoking,TRUE,TRUE
537536,Toronto,Ontario,270 Sheldon Avenue,43.609327,-79.545672,Long Term,Apartment,2905,2 Beds,1,1136,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/537536,Unfurnished,01-Jul,Non-Smoking,TRUE,TRUE
432880,Toronto,Ontario,1000 Mount Pleasant Road,43.7131625,-79.3922208,Long Term,Apartment,2335,1 Bed,1,550,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/432880,Unfurnished,15-Jul,Non-Smoking,TRUE,TRUE
432924,Toronto,Ontario,130 Parkway Forest Drive,43.7749803,-79.3434164,Long Term,Apartment,2495,1 Bed,1,605,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/432924,Unfurnished,15-Jul,Non-Smoking,TRUE,TRUE
550237,Toronto,Ontario,109 Vaughan Road,43.6841679,-79.4210468,Long Term,Apartment,3500,2 Beds,2,900,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/550237,Unfurnished,15-Jul,,TRUE,TRUE
563732,Toronto,Ontario,49 Glen Elm Ave,43.6915781,-79.3927976,Long Term,Apartment,1800,Studio,1,,/on/toronto/rentals/apartment/studio/563732,Unfurnished,17-Jul,,FALSE,FALSE
432901,Toronto,Ontario,2350 Birchmount Road,43.7826812,-79.2989694,Long Term,Apartment,2235,1 Bed,1,744,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/432901,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
570583,Toronto,Ontario,"8 Milepost Place, Toronto",43.7023807,-79.3471277,Long Term,Apartment,2529,1 Bed,1,679,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/570583,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
432923,Toronto,Ontario,125 Parkway Forest Drive,43.7749096,-79.3432338,Long Term,Apartment,2335,1 Bed,1,710,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/432923,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
434785,Toronto,Ontario,20 Esterbrooke Avenue,43.7789241,-79.3520786,Long Term,Apartment,1975,Studio,1,280,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/434785,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
434786,Toronto,Ontario,165 Erskine Ave.,43.7124988,-79.3922296,Long Term,Apartment,2495,1 Bed,1,657,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/434786,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
547886,Toronto,Ontario,68 Cassandra Boulevard,43.747541,-79.331323,Long Term,Apartment,3170,3 Beds,1,1535,/on/toronto/rentals/apartment/3-bedrooms/non-smoking/547886,Unfurnished,01-Aug,Non-Smoking,FALSE,FALSE
558895,Toronto,Ontario,282 Silverstone Drive,43.750202,-79.600188,Long Term,Apartment,2865,2 Beds,1,1640,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/558895,Unfurnished,01-Aug,,TRUE,TRUE
570385,Toronto,Ontario,21 Mayfair Avenue,43.7038017,-79.4221835,Long Term,Apartment,2900,2 Beds,2,1250,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/570385,Unfurnished,01-Sep,,TRUE,TRUE
530065,Toronto,Ontario,40 Delisle Avenue,43.6889539,-79.3967508,Long Term,Apartment,2175,Studio,1,475,/on/toronto/rentals/apartment/studio/pet-friendly/530065,Unfurnished,01-Aug,,TRUE,TRUE
550563,Toronto,Ontario,2283 Eglinton Avenue East,43.730556,-79.272385,Long Term,Apartment,2705,2 Beds,1,830,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/550563,Unfurnished,01-Aug,Non-Smoking,TRUE,TRUE
432909,Toronto,Ontario,335 Van Horne Avenue,43.7879787,-79.3497442,Long Term,Apartment,1895,Studio,1,385,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/432909,Unfurnished,01-Sep,Non-Smoking,TRUE,TRUE
533899,Toronto,Ontario,521 Brown's Line,43.6037037,-79.5457688,Long Term,Apartment,1895,Studio,1,435,/on/toronto/rentals/apartment/studio/pet-friendly/533899,Unfurnished,01-Sep,,TRUE,TRUE
432925,Toronto,Ontario,106 Parkway Forest Drive,43.7744614,-79.3420636,Long Term,Apartment,2455,1 Bed,1,639,/on/toronto/rentals/apartment/1-bedroom/non-smoking/432925,Unfurnished,01-Sep,Non-Smoking,FALSE,FALSE
351523,Toronto,Ontario,111 Carlton Street,43.66228616,-79.37691082,Long Term,Apartment,1375,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/furnished/351523,Furnished,01-Sep,Non-Smoking,FALSE,FALSE
351524,Toronto,Ontario,253 College St.,43.6577455,-79.399,Long Term,Apartment,2400,Studio,1,,/on/toronto/rentals/apartment/2-bedrooms/furnished/351524,Furnished,01-Sep,Non-Smoking,FALSE,FALSE
567069,Toronto,Ontario,345 St. Clair Ave West,43.6842695,-79.411615,Long Term,Apartment,2450,2 Beds,1,,/on/toronto/rentals/apartment/2-bedrooms/567069,Unfurnished,10-May,,FALSE,FALSE
567055,Toronto,Ontario,2555 Bloor Street West,43.6449064,-79.5223166,Long Term,Apartment,1850,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567055,Unfurnished,10-May,,FALSE,FALSE
567052,Toronto,Ontario,1942-1956 Bloor Street West,43.653155,-79.466944,Long Term,Apartment,2675,2 Beds,1,,/on/toronto/rentals/apartment/2-bedrooms/567052,Unfurnished,10-May,,FALSE,FALSE
567040,Toronto,Ontario,1133 Don Mills Road,43.737585,-79.343433,Long Term,Apartment,2199,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/567040,Unfurnished,10-May,,FALSE,FALSE
567057,Toronto,Ontario,892 Eglinton Avenue East,43.713922,-79.363174,Long Term,Apartment,2700,2 Beds,1,,/on/toronto/rentals/apartment/2-bedrooms/567057,Unfurnished,10-May,,FALSE,FALSE
570476,Toronto,Ontario,100-104 Beverley Street,43.6530955,-79.3938151,Long Term,Apartment,1800,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/570476,Unfurnished,24-May,,FALSE,FALSE
565127,Toronto,Ontario,8 Widmer,43.6467607,-79.3917958,Long Term,Apartment,2750,2 Beds,2,714,/on/toronto/rentals/apartment/1-bedroom/565127,Unfurnished,Immediate,,FALSE,FALSE
565395,Toronto,Ontario,224 St. George Street,43.6714266,-79.4019413,Long Term,Apartment,2300,1 Bed,1,590,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/565395,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
560222,Toronto,Ontario,25 Ordnance Street,43.6393177,-79.4096361,Long Term,Apartment,5400,3 Beds,3,1257,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/560222,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
572351,Toronto,Ontario,357 Falling Green Crescent,43.3871905,-80.4948185,Long Term,House,1845,2 Beds,1,750,/on/toronto/rentals/house/2-bedrooms/pet-friendly/572351,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
568127,Toronto,Ontario,390 Oakwood Avenue,43.6878568,-79.439259,Long Term,Apartment,2395,2 Beds,1,750,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/568127,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
369266,Toronto,Ontario,23 Lascelles Blvd.,43.695633,-79.398977,Long Term,Apartment,1870,Studio,1,0,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/369266,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
565348,Toronto,Ontario,48 Isabella Street,43.6682992,-79.3833852,Long Term,Apartment,2499,1 Bed,1,756,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/565348,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
369257,Toronto,Ontario,1420 Dupont Street,43.6667189,-79.4475628,Long Term,Apartment,2400,1 Bed,2,581,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/369257,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
572133,Toronto,Ontario,765 Steeles Avenue West,43.7924233,-79.4428269,Long Term,Apartment,2505,1 Bed,1,745,/on/toronto/rentals/apartment/1-bedroom/non-smoking/572133,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
566297,Toronto,Ontario,2696 Lake Shore Blvd. W.,43.6030551,-79.4961807,Long Term,Apartment,2450,2 Beds,1,,/on/toronto/rentals/apartment/2-bedrooms/non-smoking/566297,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
568953,Toronto,Ontario,263 Boston Avenue,43.6669944,-79.3408066,Long Term,Apartment,2475,2 Beds,1,603,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/568953,Unfurnished,Immediate,,TRUE,TRUE
454696,Toronto,Ontario,700 Ontario Street,43.670339,-79.3732907,Long Term,Apartment,2050,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/non-smoking/454696,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
466648,Toronto,Ontario,5249 Dundas Street W,43.6384794,-79.5375446,Long Term,Apartment,2649,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/466648,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
571548,Toronto,Ontario,2624 Eglinton Avenue East,43.7364194,-79.2517496,Long Term,Apartment,2000,1 Bed,1,900,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/571548,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
558183,Toronto,Ontario,77 & 99 Gerrard Street West,43.658277,-79.386079,Long Term,Apartment,3990,2 Beds,2,1045,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/558183,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
572130,Toronto,Ontario,25 Fisherville,43.7895811,-79.4498176,Long Term,Apartment,2499,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/non-smoking/572130,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
569799,Toronto,Ontario,515 Rosewell Avenue,43.7222083,-79.4134861,Long Term,Apartment,3200,1 Bed,1,616,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/569799,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
565349,Toronto,Ontario,103 Avenue Road,43.6728102,-79.3952555,Long Term,Apartment,2000,Studio,1,500,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/565349,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
572145,Toronto,Ontario,6151 Bathurst St,43.7880823,-79.4460064,Long Term,Apartment,2864,2 Beds,1,987,/on/toronto/rentals/apartment/1-bedroom/non-smoking/572145,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
312458,Toronto,Ontario,501 Mount Pleasant Road,43.7014466,-79.3870454,Long Term,Apartment,1795,Studio,1,500,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/312458,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
369265,Toronto,Ontario,5 & 11 Elm Avenue,43.6741694,-79.3796849,Long Term,Apartment,3295,3 Beds,2,,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/369265,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
571881,Toronto,Ontario,500 Caledonia Road,43.6900925,-79.4612766,Long Term,Apartment,2195,2 Beds,1,700,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/571881,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
330158,Toronto,Ontario,35 Greenbrae Circt,43.7589297,-79.2317694,Long Term,Apartment,2824.23,2 Beds,1,921,/on/toronto/rentals/apartment/1-bedroom/non-smoking/330158,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
450786,Toronto,Ontario,295 Dufferin Street,43.6399917,-79.4272794,Long Term,Apartment,2904.19,2 Beds,1,835,/on/toronto/rentals/apartment/1-bedroom/non-smoking/450786,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
570522,Toronto,Ontario,"65 Lankin Blvd., Lower",43.695088,-79.3292771,Long Term,Duplex,2395,2 Beds,1,,/on/toronto/rentals/duplex/2-bedrooms/non-smoking/570522,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
571832,Toronto,Ontario,501 Yonge Street,43.6631881,-79.3836001,Long Term,Apartment,2495,1 Bed,1,560,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/571832,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
566051,Toronto,Ontario,365 Dundas Street East,43.6585132,-79.3686553,Long Term,Apartment,2425,1 Bed,1,700,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/566051,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
565342,Toronto,Ontario,214 St. George Street,43.6712122,-79.401944,Long Term,Apartment,2100,Studio,1,500,/on/toronto/rentals/apartment/studio/pet-friendly/565342,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
569038,Toronto,Ontario,251 Jarvis Street,43.6573767,-79.3744501,Long Term,Apartment,1930,Studio,1,350,/on/toronto/rentals/apartment/studio/pet-friendly/569038,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
427481,Toronto,Ontario,"60 Town Centre Court,",43.7733444,-79.2561489,Long Term,Apartment,2500,1 Bed,1,700,/on/toronto/rentals/apartment/1-bedroom/non-smoking/427481,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
556495,Toronto,Ontario,2575 Danforth Avenue,43.6881323,-79.3003045,Long Term,Apartment,2050,1 Bed,1,451,/on/toronto/rentals/apartment/1-bedroom/non-smoking/556495,Unfurnished,Immediate,Smoke Free Building,FALSE,FALSE
566304,Toronto,Ontario,426 University Ave,43.653957,-79.3886581,Long Term,Apartment,2400,1 Bed,1,520,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/566304,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
566077,Toronto,Ontario,"45 Robina Ave., Bsmt",43.681669,-79.4351694,Long Term,Apartment,1850,2 Beds,1,,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/566077,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
330210,Toronto,Ontario,99 Dowling Avenue,43.6357678,-79.437798,Long Term,Apartment,2149,1 Bed,1,656,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/330210,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
571588,Toronto,Ontario,390 Oakwood Avenue,43.6878568,-79.439259,Long Term,Basement,1995,2 Beds,1,800,/on/toronto/rentals/basement/2-bedrooms/pet-friendly/571588,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
565343,Toronto,Ontario,153 St. George Street,43.6695854,-79.4002056,Long Term,Apartment,2150,Studio,1,500,/on/toronto/rentals/apartment/studio/pet-friendly/565343,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
564706,Toronto,Ontario,"23 Hollywood Ave.,",43.7655635,-79.4108921,Long Term,Apartment,2800,2 Beds,1,,/on/toronto/rentals/apartment/2-bedrooms/non-smoking/564706,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
556494,Toronto,Ontario,15 Brookbanks Drive,43.7517311,-79.3319011,Long Term,Apartment,2425,1 Bed,1,950,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/556494,Unfurnished,Immediate,Smoke Free Building,TRUE,TRUE
565341,Toronto,Ontario,149 St. George,43.6693142,-79.4000309,Long Term,Apartment,1900,Studio,1,500,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/565341,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
566349,Toronto,Ontario,55 Mercer Street,43.6452979,-79.3917205,Long Term,Apartment,3150,2 Beds,2,750,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/566349,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
570663,Toronto,Ontario,1401 O'Connor Drive,43.712827,-79.3066702,Long Term,Apartment,2300,1 Bed,2,700,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/570663,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
568214,Toronto,Ontario,45 Flagstick Court,43.7500364,-79.4922914,Long Term,Basement,1800,Studio,1,463,/on/toronto/rentals/basement/studio/non-smoking/568214,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
564571,Toronto,Ontario,8 Gladstone Ave.,43.6431938,-79.4276208,Long Term,Apartment,2900,2 Beds,1,,/on/toronto/rentals/apartment/2-bedrooms/non-smoking/564571,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
547337,Toronto,Ontario,7 Grosvenor Street,43.66281,-79.38402,Short Term,Apartment,4320,1 Bed,1,444,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/547337,Furnished,Immediate,Non-Smoking,TRUE,TRUE
562490,Toronto,Ontario,330 Richmond St W,43.6974107,-79.3951495,Long Term,Apartment,2450,1 Bed,1,696,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/562490,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
487985,Toronto,Ontario,50 Power Street,43.6545291,-79.3630333,Long Term,Apartment,2900,3 Beds,2,888,/on/toronto/rentals/apartment/3-bedrooms/pet-friendly/487985,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
562087,Toronto,Ontario,99 John Street,43.6475245,-79.3899312,Long Term,Apartment,1850,Studio,1,420,/on/toronto/rentals/apartment/studio/pet-friendly/562087,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
564987,Toronto,Ontario,18 Stafford Street,43.6413702,-79.4106909,Long Term,Apartment,2350,1 Bed,1,600,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/564987,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
563526,Toronto,Ontario,205 Danforth Ave. 2nd Fl,43.676632,-79.3559789,Long Term,Duplex,2395,2 Beds,1,,/on/toronto/rentals/duplex/2-bedrooms/non-smoking/563526,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
566435,Toronto,Ontario,"409 Lansdowne Ave., Main",43.6533733,-79.440772,Long Term,Duplex,2150,1 Bed,1,,/on/toronto/rentals/duplex/1-bedroom/pet-friendly/566435,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
565344,Toronto,Ontario,151 St George,43.6693668,-79.4002899,Long Term,Apartment,2100,Studio,1,500,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/565344,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
569961,Toronto,Ontario,5 Valhalla Inn Road,43.640269,-79.5599604,Long Term,Apartment,2200,1 Bed,1,570,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/569961,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
565596,Toronto,Ontario,3346 Lake Shore Blvd. W. ,43.5963567,-79.5260979,Long Term,Duplex,2500,2 Beds,1,,/on/toronto/rentals/duplex/2-bedrooms/non-smoking/565596,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
570521,Toronto,Ontario,"65 Lankin Blvd., Main",43.695088,-79.3292771,Long Term,Duplex,3500,2 Beds,1,,/on/toronto/rentals/duplex/2-bedrooms/pet-friendly/570521,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
372713,Toronto,Ontario,291 Avenue rd,43.6794058,-79.3983406,Long Term,Apartment,1799,Studio,1,371,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/372713,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
356161,Toronto,Ontario,96 Jameson Avenue,43.6347415,-79.4354454,Long Term,Apartment,2299,1 Bed,1,721,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/356161,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
556519,Toronto,Ontario,17 Brookbanks Drive,43.7520514,-79.331373,Long Term,Apartment,3100,2 Beds,2,832,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/556519,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
567138,Toronto,Ontario,38 Dan Leckie Way,43.6373856,-79.3982022,Long Term,Apartment,2200,Studio,1,549,/on/toronto/rentals/apartment/studio/non-smoking/567138,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
554528,Toronto,Ontario,286 Main Street,43.6875543,-79.3016408,Long Term,Apartment,2800,2 Beds,2,804,/on/toronto/rentals/apartment/2-bedrooms/554528,Unfurnished,Immediate,,FALSE,FALSE
562522,Toronto,Ontario,"220 Ellington Dr., Main",43.7578553,-79.2954308,Long Term,Duplex,2900,3 Beds,1,,/on/toronto/rentals/duplex/3-bedrooms/non-smoking/562522,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
567879,Toronto,Ontario,1030 King Street West,43.6415862,-79.4159365,Long Term,Condo Unit,3300,2 Beds,2,,/on/toronto/rentals/condo/2-bedrooms/pet-friendly/567879,Furnished,Immediate,Non-Smoking,TRUE,TRUE
566173,Toronto,Ontario,352 Front St W,43.6433534,-79.3924515,Long Term,Apartment,2350,1 Bed,1,570,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/566173,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
565399,Toronto,Ontario,135 Lawton Blvd,43.6948906,-79.3968398,Long Term,Apartment,2200,1 Bed,1,640,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/565399,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
567252,Toronto,Ontario,60 Colborne Street,43.6493877,-79.3745254,Long Term,Apartment,3100,2 Beds,1,690,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/567252,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
569811,Toronto,Ontario,3 Kennebec Crescent,43.7249463,-79.5613303,Long Term,Basement,3000,3 Beds,2,1100,/on/toronto/rentals/basement/3-bedrooms/furnished/569811,Furnished,Immediate,Non-Smoking,FALSE,FALSE
567810,Toronto,Ontario,5 Defries St.,43.6605861,-79.356371,Long Term,Apartment,2950,2 Beds,2,,/on/toronto/rentals/apartment/2-bedrooms/non-smoking/567810,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
376622,Toronto,Ontario,"140, 146 Jameson Avenue",43.6369127,-79.4362587,Long Term,Apartment,1699,Studio,1,382,/on/toronto/rentals/apartment/1-bedroom/pet-friendly/376622,Unfurnished,Immediate,Non-Smoking,TRUE,TRUE
443340,Toronto,Ontario,65 Wynford Heights Cr.,43.728311,-79.3238499,Long Term,Apartment,2850,2 Beds,1,940,/on/toronto/rentals/apartment/2-bedrooms/non-smoking/443340,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
566344,Toronto,Ontario,2696 Lake Shore Blvd. W.,43.6030551,-79.4961807,Long Term,Apartment,1999,1 Bed,1,,/on/toronto/rentals/apartment/1-bedroom/non-smoking/566344,Unfurnished,Immediate,Non-Smoking,FALSE,FALSE
568954,Toronto,Ontario,525 Wilson Ave,43.7399828,-79.5911798,Long Term,Apartment,3150,2 Beds,2,952,/on/toronto/rentals/apartment/2-bedrooms/pet-friendly/568954,Unfurnished,Immediate,,TRUE,TRUE
568532,Toronto,Ontario,95 Wolseley Street,43.6480247,-79.4038076,Negotiable,Room For Rent,1680,1 Bed,1,,/on/toronto/rentals/shared/1-bedroom/furnished/568532,Furnished,Immediate,Non-Smoking,FALSE,FALSE
